keyword_id,canonical_keyword,variations,cell,segment,factor,occupation_group,best_stage,national_zero_months,regional_final_tier,active_v25,recommended_action
FP600,งาน พนักงานดูแลสต๊อก,งาน พนักงานดูแลสต๊อก รายได้ | งาน พนักงานดูแลสต๊อก ใกล้ฉัน,FP,Formal,Pull,Formal inventory operations,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
FP601,หางาน พี่เลี้ยงเด็ก,งาน พี่เลี้ยงเด็ก | หางานพี่เลี้ยงเด็ก,FP,Formal,Pull,Formal job-entry,national_pass,6,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP602,สมัครงาน พี่เลี้ยงเด็ก,งาน พี่เลี้ยงเด็ก | สมัครงานพี่เลี้ยงเด็ก,FP,Formal,Pull,Formal job-entry,WEAK,23,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP603,งาน พี่เลี้ยงเด็ก,สมัครงาน พี่เลี้ยงเด็ก | หางาน พี่เลี้ยงเด็ก,FP,Formal,Pull,Formal job-entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP604,หางาน ผู้ช่วยทันตแพทย์,งาน ผู้ช่วยทันตแพทย์ | หางานผู้ช่วยทันตแพทย์,FP,Formal,Pull,Formal job-entry,national_pass,10,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP605,สมัครงาน ผู้ช่วยทันตแพทย์,งาน ผู้ช่วยทันตแพทย์ | สมัครงานผู้ช่วยทันตแพทย์,FP,Formal,Pull,Formal job-entry,WEAK,17,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP606,งาน ผู้ช่วยทันตแพทย์,สมัครงาน ผู้ช่วยทันตแพทย์ | หางาน ผู้ช่วยทันตแพทย์,FP,Formal,Pull,Formal job-entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP607,งาน ครู,สมัครงาน ครู | หางาน ครู,FP,Formal,Pull,Formal job-entry,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
FP608,หางาน ครูผู้ช่วย,งาน ครูผู้ช่วย | หางานครูผู้ช่วย,FP,Formal,Pull,Formal job-entry,WEAK,30,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP609,สมัครงาน ครูผู้ช่วย,งาน ครูผู้ช่วย | สมัครงานครูผู้ช่วย,FP,Formal,Pull,Formal job-entry,national_pass,7,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP610,งาน ครูผู้ช่วย,สมัครงาน ครูผู้ช่วย | หางาน ครูผู้ช่วย,FP,Formal,Pull,Formal job-entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
FP611,หางาน ครูอัตราจ้าง,งาน ครูอัตราจ้าง | หางานครูอัตราจ้าง,FP,Formal,Pull,Formal job-entry,WEAK,25,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP612,สมัครงาน ครูอัตราจ้าง,งาน ครูอัตราจ้าง | สมัครงานครูอัตราจ้าง,FP,Formal,Pull,Formal job-entry,national_pass,8,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP613,งาน ครูอัตราจ้าง,สมัครงาน ครูอัตราจ้าง | หางาน ครูอัตราจ้าง,FP,Formal,Pull,Formal job-entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP614,หางาน ครูเอกชน,งาน ครูเอกชน | หางานครูเอกชน,FP,Formal,Pull,Formal job-entry,WEAK,24,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP615,สมัครงาน ครูเอกชน,งาน ครูเอกชน | สมัครงานครูเอกชน,FP,Formal,Pull,Formal job-entry,national_pass,6,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP616,งาน ครูเอกชน,สมัครงาน ครูเอกชน | หางาน ครูเอกชน,FP,Formal,Pull,Formal job-entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP617,งาน อาจารย์,สมัครงาน อาจารย์ | หางาน อาจารย์,FP,Formal,Pull,Formal job-entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP618,หางาน ติวเตอร์,งาน ติวเตอร์ | หางานติวเตอร์,FP,Formal,Pull,Formal job-entry,WEAK,46,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP619,สมัครงาน ติวเตอร์,งาน ติวเตอร์ | สมัครงานติวเตอร์,FP,Formal,Pull,Formal job-entry,WEAK,45,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP620,งาน ติวเตอร์,สมัครงาน ติวเตอร์ | หางาน ติวเตอร์,FP,Formal,Pull,Formal job-entry,national_pass,2,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP621,หางาน พนักงานบิ๊กซี,งาน พนักงานบิ๊กซี | หางานพนักงานบิ๊กซี,FP,Formal,Pull,Formal job-entry,WEAK,56,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP622,สมัครงาน พนักงานบิ๊กซี,งาน พนักงานบิ๊กซี | สมัครงานพนักงานบิ๊กซี,FP,Formal,Pull,Formal job-entry,WEAK,38,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP623,งาน พนักงานบิ๊กซี,สมัครงาน พนักงานบิ๊กซี | หางาน พนักงานบิ๊กซี,FP,Formal,Pull,Formal job-entry,national_pass,13,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
